event_id,created_at,user_id,error_type,context,candidates_shown,clicked_id,contacted_id,chosen_id,solved,user_rating,time_to_resolution_days,comment
215,2025-09-17 20:46:33,user_88,SSD Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Kilinochchi'}","['KAN055', 'TRI218', 'KAL033', 'KAN047', 'HAM132', 'MUL185', 'KIL160', 'BAD320']",KIL160,KAN047,KIL160,True,4,0.62,
216,2025-08-26 05:28:33,user_85,GPU Overheat,"{'budget': 'high', 'urgency': 'high', 'district': 'Badulla'}","['BAD322', 'ANU292', 'MAN179', 'COL003', 'KAL042', 'GAM030', 'KAN047', 'MON343']",BAD322,BAD322,BAD322,True,4,2.2,
217,2025-09-07 18:55:33,user_100,Laptop Screen Repair,"{'budget': 'low', 'urgency': 'high', 'district': 'Kegalle'}","['KEG363', 'MON337', 'KAN049', 'MAT069', 'BAD320']",MAT069,KEG363,KEG363,True,5,3.02,
218,2025-09-16 21:51:33,user_21,Data Recovery,"{'budget': 'low', 'urgency': 'low', 'district': 'Matale'}","['GAL102', 'MAT114', 'JAF139', 'VAV208', 'HAM135', 'COL008', 'KUR263', 'MAT064']",MAT064,MAT064,MAT064,False,3,4.83,
219,2025-08-20 00:51:33,user_88,Data Recovery,"{'budget': 'low', 'urgency': 'medium', 'district': 'Galle'}","['TRI213', 'NUW080', 'GAL098', 'MAN169', 'KUR264', 'BAD328']",GAL098,GAL098,GAL098,False,3,6.2,
220,2025-09-22 02:26:33,user_54,GPU Overheat,"{'budget': 'low', 'urgency': 'medium', 'district': 'Kandy'}","['BAT235', 'GAL103', 'MAN169', 'AMP242', 'KAN050', 'MAT071', 'POL304']",MAT071,,KAN050,False,2,5.57,
221,2025-08-26 03:52:33,user_83,Wi‑Fi Adapter Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Matale'}","['COL006', 'MAT062', 'MAN166', 'AMP245', 'ANU289', 'BAD319', 'MAN167']",MAT062,MAT062,MAT062,True,5,3.48,
222,2025-09-12 20:29:33,user_82,OS Installation,"{'budget': 'high', 'urgency': 'high', 'district': 'Mannar'}","['GAL103', 'KAL041', 'JAF145', 'MAN177', 'BAD330', 'BAT226']",MAN177,,MAN177,True,5,1.51,
223,2025-09-19 19:39:33,user_111,OS Installation,"{'budget': 'low', 'urgency': 'medium', 'district': 'Matara'}","['MAN169', 'KEG366', 'MON340', 'MAT115', 'KUR261', 'MON337', 'TRI216']",MAT115,MAT115,MAT115,True,5,4.27,
224,2025-08-12 22:28:33,user_11,SSD Upgrade,"{'budget': 'medium', 'urgency': 'low', 'district': 'Puttalam'}","['PUT284', 'KEG363', 'MAT071', 'BAD322', 'KAL038']",PUT284,,PUT284,True,4,0.95,
225,2025-08-20 18:47:33,user_115,RAM Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Ratnapura'}","['ANU288', 'KAL031', 'MON334', 'NUW078', 'KIL165', 'MAT109', 'GAM021', 'RAT347']",RAT347,,RAT347,True,5,1.55,
226,2025-09-08 02:01:33,user_88,Data Recovery,"{'budget': 'high', 'urgency': 'low', 'district': 'Gampaha'}","['VAV202', 'KAN054', 'GAM021', 'COL011', 'BAD317', 'MAT106']",GAM021,,GAM021,False,1,6.42,
227,2025-08-14 00:29:33,user_71,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'medium', 'district': 'Mannar'}","['MUL181', 'MAN166', 'VAV200', 'MUL188', 'PUT274']",MAN166,PUT274,MAN166,True,5,3.11,
228,2025-09-10 18:14:33,user_68,Data Recovery,"{'budget': 'high', 'urgency': 'high', 'district': 'Mannar'}","['MAN176', 'KAL044', 'GAM020', 'VAV206', 'COL007']",MAN176,MAN176,MAN176,True,5,0.15,
229,2025-08-16 21:47:33,user_19,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'low', 'district': 'Puttalam'}","['COL002', 'RAT348', 'MON334', 'COL015', 'GAL096', 'KEG370', 'PUT279', 'BAD316']",MON334,PUT279,PUT279,True,5,1.59,
230,2025-09-11 21:22:33,user_30,PSU / Power Issue,"{'budget': 'high', 'urgency': 'low', 'district': 'Kandy'}","['POL304', 'PUT278', 'KAN059', 'COL006', 'RAT347']",POL304,KAN059,KAN059,True,3,0.1,
231,2025-08-22 02:53:33,user_48,OS Installation,"{'budget': 'high', 'urgency': 'medium', 'district': 'Colombo'}","['HAM123', 'MAN167', 'MAT106', 'AMP245', 'MAT111', 'COL006', 'MAN175']",COL006,,COL006,False,3,5.48,
232,2025-08-31 05:57:33,user_108,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'medium', 'district': 'Hambantota'}","['VAV208', 'PUT272', 'HAM121', 'HAM127', 'KEG364', 'VAV202', 'HAM129', 'GAM020']",HAM127,KEG364,HAM127,True,5,3.56,
233,2025-09-14 22:26:33,user_81,Boot Failure,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Puttalam'}","['GAM027', 'GAM020', 'PUT278', 'PUT274', 'MAT072', 'POL311', 'MAT071']",PUT274,PUT274,PUT274,True,5,2.22,
234,2025-08-12 20:08:33,user_91,OS Installation,"{'budget': 'high', 'urgency': 'medium', 'district': 'Matara'}","['GAL092', 'MON337', 'COL012', 'TRI224', 'KAN057', 'MAT107', 'GAM029']",MAT107,MAT107,MAT107,True,4,0.69,
235,2025-09-03 18:05:33,user_110,PSU / Power Issue,"{'budget': 'high', 'urgency': 'medium', 'district': 'Matale'}","['MAT064', 'GAM022', 'GAM019', 'MUL189', 'KAL040', 'MON331', 'GAL097', 'RAT346']",MAT064,MAT064,MAT064,True,5,2.67,
236,2025-09-09 23:24:33,user_9,RAM Upgrade,"{'budget': 'low', 'urgency': 'high', 'district': 'Kegalle'}","['MAT061', 'MAT108', 'KAL045', 'ANU292', 'TRI211', 'COL011', 'KEG366']",KEG366,,KEG366,True,4,2.66,
237,2025-09-16 04:14:33,user_97,Data Recovery,"{'budget': 'high', 'urgency': 'medium', 'district': 'Kandy'}","['KAN057', 'HAM126', 'MAT061', 'GAM028', 'KAN050', 'RAT348']",GAM028,KAN050,KAN050,False,2,6.47,
238,2025-09-13 22:46:33,user_27,OS Installation,"{'budget': 'low', 'urgency': 'medium', 'district': 'Mullaitivu'}","['GAL101', 'BAT235', 'COL001', 'MAT108', 'MUL184', 'POL301', 'HAM122']",GAL101,MAT108,MUL184,True,5,3.81,
239,2025-08-12 20:38:33,user_76,SSD Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Jaffna'}","['KUR256', 'COL003', 'JAF145', 'KAN046', 'POL315', 'MAT072', 'ANU289']",JAF145,,JAF145,True,3,2.27,
240,2025-09-10 20:12:33,user_6,Data Recovery,"{'budget': 'low', 'urgency': 'medium', 'district': 'Matara'}","['AMP243', 'PUT273', 'MAT065', 'NUW076', 'COL014', 'RAT346', 'MAT112', 'MAT073']",NUW076,,MAT112,True,4,0.86,
241,2025-08-21 01:57:33,user_64,Boot Failure,"{'budget': 'high', 'urgency': 'low', 'district': 'Colombo'}","['AMP254', 'POL315', 'POL303', 'KAN054', 'GAL092', 'GAM017', 'GAL091', 'COL003']",COL003,COL003,COL003,True,4,3.07,
242,2025-08-19 04:15:33,user_116,GPU Overheat,"{'budget': 'medium', 'urgency': 'low', 'district': 'Gampaha'}","['MON336', 'MAT118', 'GAM030', 'POL309', 'POL303']",POL303,,GAM030,True,5,1.53,
243,2025-09-04 01:36:33,user_60,SSD Upgrade,"{'budget': 'medium', 'urgency': 'low', 'district': 'Galle'}","['NUW080', 'MON334', 'COL012', 'GAL100', 'KAN048']",GAL100,,GAL100,True,3,1.38,
244,2025-09-03 21:57:33,user_116,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'high', 'district': 'Kegalle'}","['BAT227', 'BAT233', 'KEG365', 'MUL181', 'GAM028']",BAT233,KEG365,KEG365,True,5,1.94,
245,2025-09-11 19:14:33,user_113,GPU Overheat,"{'budget': 'high', 'urgency': 'medium', 'district': 'Colombo'}","['COL010', 'COL004', 'VAV201', 'BAD319', 'MAT065']",COL004,COL004,COL004,True,4,3.29,
246,2025-08-15 21:07:33,user_83,RAM Upgrade,"{'budget': 'high', 'urgency': 'high', 'district': 'Trincomalee'}","['TRI217', 'PUT271', 'KEG367', 'MAT112', 'MAN166', 'BAT233', 'KIL156', 'NUW079']",TRI217,,TRI217,True,4,0.73,
247,2025-09-24 03:47:33,user_17,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'medium', 'district': 'Polonnaruwa'}","['JAF144', 'POL301', 'MAT110', 'JAF147', 'BAT229', 'POL303', 'TRI223']",POL301,POL301,POL301,True,4,4.0,
248,2025-09-16 05:17:33,user_78,PSU / Power Issue,"{'budget': 'low', 'urgency': 'low', 'district': 'Hambantota'}","['HAM128', 'KAL045', 'PUT279', 'HAM130', 'MON335', 'ANU286']",HAM130,,HAM130,True,4,2.91,
249,2025-08-16 00:19:33,user_55,RAM Upgrade,"{'budget': 'low', 'urgency': 'medium', 'district': 'Matale'}","['BAT229', 'MAT062', 'MAN179', 'GAL091', 'KIL153']",GAL091,MAT062,MAT062,True,4,2.49,
250,2025-08-23 22:21:33,user_78,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'low', 'district': 'Batticaloa'}","['BAT226', 'MAN170', 'COL003', 'POL314', 'TRI211']",BAT226,BAT226,BAT226,True,5,3.7,
251,2025-08-15 04:33:33,user_25,GPU Overheat,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Gampaha'}","['GAM019', 'MUL182', 'KUR268', 'POL302', 'KIL151', 'MON331', 'KUR259', 'BAD316']",GAM019,GAM019,GAM019,True,4,2.03,
252,2025-09-17 05:21:33,user_3,Boot Failure,"{'budget': 'low', 'urgency': 'low', 'district': 'Kandy'}","['NUW090', 'MAT117', 'COL007', 'KAN049', 'BAD321', 'GAL092', 'POL304']",KAN049,KAN049,KAN049,True,4,2.39,
253,2025-09-07 02:04:33,user_44,Blue Screen (BSOD),"{'budget': 'high', 'urgency': 'low', 'district': 'Kalutara'}","['AMP241', 'GAM028', 'MUL187', 'POL304', 'BAT238', 'KAL031', 'GAL100', 'GAL103']",AMP241,KAL031,KAL031,True,4,4.21,
254,2025-08-15 04:32:33,user_39,SSD Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Matara'}","['COL011', 'MAT106', 'KAN047', 'MAT110', 'MON335', 'KIL151']",MAT110,MAT110,MAT110,False,2,3.78,
255,2025-09-01 03:32:33,user_6,RAM Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Mullaitivu'}","['KIL160', 'MUL195', 'BAD323', 'COL008', 'NUW076']",KIL160,MUL195,MUL195,True,5,2.16,
256,2025-09-19 00:45:33,user_103,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'low', 'district': 'Matale'}","['PUT277', 'MON335', 'MAT065', 'MAT061', 'KIL157']",MAT065,,MAT065,True,4,2.13,
257,2025-08-30 20:13:33,user_85,Wi‑Fi Adapter Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Polonnaruwa'}","['TRI219', 'POL305', 'ANU289', 'BAT227', 'BAD323']",POL305,,POL305,True,4,3.31,
258,2025-08-26 21:32:33,user_43,Laptop Screen Repair,"{'budget': 'low', 'urgency': 'low', 'district': 'Hambantota'}","['POL308', 'GAM026', 'MAT111', 'HAM128', 'BAD323', 'POL312']",HAM128,HAM128,HAM128,True,5,1.01,
259,2025-08-25 18:56:33,user_52,SSD Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Kilinochchi'}","['NUW078', 'MAN176', 'KIL163', 'KIL162', 'GAM026', 'KEG361']",MAN176,KIL163,KIL163,False,3,7.0,
260,2025-09-20 05:15:33,user_73,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'medium', 'district': 'Vavuniya'}","['GAM020', 'VAV197', 'AMP242', 'AMP250', 'JAF137', 'MON342']",VAV197,VAV197,VAV197,True,5,2.58,
261,2025-09-11 03:33:33,user_94,RAM Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Batticaloa'}","['BAT226', 'ANU288', 'KAN057', 'AMP248', 'VAV200']",KAN057,,BAT226,True,5,2.38,
262,2025-09-13 20:22:33,user_33,GPU Overheat,"{'budget': 'low', 'urgency': 'medium', 'district': 'Monaragala'}","['KAN050', 'KAN056', 'GAM030', 'KEG367', 'MON334']",MON334,KEG367,MON334,True,5,0.59,
263,2025-08-11 21:07:33,user_72,OS Installation,"{'budget': 'medium', 'urgency': 'high', 'district': 'Ratnapura'}","['RAT346', 'KIL153', 'HAM121', 'KAN051', 'MAT116', 'HAM124', 'KUR256', 'COL001']",RAT346,RAT346,RAT346,True,3,1.08,
264,2025-09-15 00:57:33,user_38,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'low', 'district': 'Badulla'}","['COL007', 'POL302', 'BAD321', 'KAL034', 'MAT108']",BAD321,,BAD321,False,3,5.81,
265,2025-09-14 02:50:33,user_91,GPU Overheat,"{'budget': 'low', 'urgency': 'high', 'district': 'Anuradhapura'}","['KEG364', 'MAN168', 'TRI219', 'ANU296', 'KAN046']",MAN168,,ANU296,False,3,6.19,
266,2025-08-16 18:42:33,user_92,Boot Failure,"{'budget': 'low', 'urgency': 'medium', 'district': 'Anuradhapura'}","['MAT109', 'RAT353', 'GAM022', 'MUL194', 'KAL038', 'ANU296']",GAM022,MUL194,ANU296,True,4,1.29,
267,2025-09-15 04:04:33,user_79,RAM Upgrade,"{'budget': 'low', 'urgency': 'medium', 'district': 'Ampara'}","['KIL162', 'KAN056', 'AMP241', 'BAD325', 'COL012', 'MUL181', 'MAT066']",AMP241,,AMP241,True,5,2.39,
268,2025-09-20 23:47:33,user_40,GPU Overheat,"{'budget': 'low', 'urgency': 'medium', 'district': 'Vavuniya'}","['VAV196', 'TRI216', 'BAT226', 'NUW082', 'GAM025', 'KEG365']",VAV196,VAV196,VAV196,False,3,6.43,
269,2025-09-02 00:26:33,user_58,GPU Overheat,"{'budget': 'low', 'urgency': 'low', 'district': 'Hambantota'}","['GAM029', 'GAL101', 'HAM121', 'MAN169', 'GAL091', 'AMP245', 'POL311']",HAM121,HAM121,HAM121,True,5,1.48,
270,2025-08-17 19:57:33,user_63,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'medium', 'district': 'Gampaha'}","['MUL190', 'GAM023', 'MAT061', 'GAM029', 'MON341', 'GAM030', 'POL304', 'VAV198']",GAM023,,GAM023,True,5,1.2,
271,2025-08-17 22:45:33,user_31,SSD Upgrade,"{'budget': 'medium', 'urgency': 'low', 'district': 'Kegalle'}","['BAT226', 'MUL195', 'KEG365', 'JAF140', 'MUL183', 'PUT282', 'KAL031']",MUL195,KEG365,KEG365,False,4,6.79,
272,2025-08-14 01:24:33,user_15,Boot Failure,"{'budget': 'low', 'urgency': 'high', 'district': 'Hambantota'}","['BAT235', 'HAM127', 'MUL185', 'MAT066', 'COL008']",HAM127,,HAM127,True,5,1.94,
273,2025-09-21 23:11:33,user_85,Boot Failure,"{'budget': 'low', 'urgency': 'high', 'district': 'Nuwara Eliya'}","['KIL157', 'BAD329', 'KAL036', 'KUR266', 'NUW086', 'HAM126']",KUR266,NUW086,NUW086,True,5,1.26,
274,2025-09-19 19:37:33,user_111,SSD Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Gampaha'}","['KAL039', 'AMP248', 'BAT232', 'KAN059', 'GAM024']",KAN059,KAL039,GAM024,True,5,3.25,
275,2025-09-22 04:17:33,user_57,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'high', 'district': 'Colombo'}","['GAL093', 'COL005', 'AMP254', 'POL313', 'HAM126', 'BAT228', 'MAN173']",COL005,COL005,COL005,True,4,2.34,
276,2025-09-15 05:55:33,user_90,Boot Failure,"{'budget': 'low', 'urgency': 'medium', 'district': 'Kilinochchi'}","['AMP242', 'ANU294', 'KAL042', 'HAM121', 'KIL155', 'RAT352', 'PUT282']",KIL155,KIL155,KIL155,True,5,0.14,
277,2025-09-18 23:24:33,user_65,Boot Failure,"{'budget': 'low', 'urgency': 'high', 'district': 'Trincomalee'}","['BAD316', 'MAN178', 'KAL031', 'TRI218', 'VAV206', 'MAT111']",TRI218,TRI218,TRI218,True,5,1.07,
278,2025-09-11 01:01:33,user_92,GPU Overheat,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Anuradhapura'}","['ANU295', 'HAM131', 'GAM017', 'ANU300', 'PUT271', 'MAT064']",ANU295,ANU295,ANU295,True,5,1.19,
279,2025-08-27 22:05:33,user_85,Boot Failure,"{'budget': 'high', 'urgency': 'low', 'district': 'Ampara'}","['NUW084', 'MAN178', 'AMP242', 'PUT283', 'NUW083']",AMP242,,AMP242,True,5,2.44,
280,2025-08-11 19:44:33,user_90,Data Recovery,"{'budget': 'high', 'urgency': 'high', 'district': 'Jaffna'}","['MON336', 'BAD328', 'TRI215', 'JAF145', 'HAM125', 'RAT350']",JAF145,,JAF145,True,5,1.13,
281,2025-09-02 01:52:33,user_63,Boot Failure,"{'budget': 'medium', 'urgency': 'high', 'district': 'Mullaitivu'}","['GAM030', 'KEG361', 'MUL182', 'RAT349', 'KAL038']",RAT349,,MUL182,True,4,2.09,
282,2025-08-10 20:55:33,user_41,RAM Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Kalutara'}","['HAM125', 'TRI221', 'PUT280', 'KIL153', 'KUR259', 'RAT360', 'KAL031', 'POL310']",KAL031,KAL031,KAL031,False,3,6.97,
283,2025-09-10 21:00:33,user_20,Blue Screen (BSOD),"{'budget': 'high', 'urgency': 'high', 'district': 'Hambantota'}","['TRI214', 'MUL184', 'GAM030', 'GAM022', 'HAM127', 'KEG364', 'KEG361']",HAM127,MUL184,HAM127,True,4,1.7,
284,2025-09-19 18:59:33,user_87,Wi‑Fi Adapter Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Matale'}","['KAL033', 'RAT360', 'BAD316', 'KIL162', 'MAT075', 'GAM029', 'VAV209']",MAT075,MAT075,MAT075,True,4,1.26,
285,2025-09-22 00:27:33,user_35,Boot Failure,"{'budget': 'medium', 'urgency': 'high', 'district': 'Ratnapura'}","['AMP247', 'KIL151', 'KIL160', 'RAT349', 'VAV202', 'JAF146', 'KEG366', 'GAL092']",KIL151,RAT349,RAT349,True,4,2.33,
286,2025-09-13 22:10:33,user_35,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'high', 'district': 'Batticaloa'}","['HAM126', 'TRI221', 'MAN172', 'BAT230', 'PUT283', 'KAL033', 'GAM026']",TRI221,,BAT230,True,5,1.81,
287,2025-08-18 02:06:33,user_35,GPU Overheat,"{'budget': 'high', 'urgency': 'medium', 'district': 'Mullaitivu'}","['JAF150', 'MUL181', 'POL304', 'TRI214', 'POL313', 'POL312']",TRI214,POL313,MUL181,True,4,2.63,
288,2025-08-16 22:20:33,user_99,GPU Overheat,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Kalutara'}","['MUL182', 'KAN046', 'KAL031', 'MAT112', 'NUW080', 'RAT355']",RAT355,KAL031,KAL031,True,3,3.24,
289,2025-08-17 01:06:33,user_39,Data Recovery,"{'budget': 'low', 'urgency': 'high', 'district': 'Gampaha'}","['GAM023', 'GAM028', 'GAM016', 'GAM027', 'MAT120', 'JAF140']",GAM016,,GAM016,False,4,7.94,
290,2025-09-24 04:44:33,user_100,RAM Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Monaragala'}","['MON332', 'RAT358', 'NUW084', 'KIL152', 'GAM024']",MON332,,MON332,True,5,2.93,
291,2025-08-14 21:49:33,user_106,Laptop Screen Repair,"{'budget': 'low', 'urgency': 'medium', 'district': 'Mannar'}","['MAN173', 'BAD319', 'HAM123', 'ANU288', 'NUW081']",MAN173,BAD319,MAN173,True,5,2.37,
292,2025-08-23 23:07:33,user_106,Boot Failure,"{'budget': 'high', 'urgency': 'high', 'district': 'Colombo'}","['NUW085', 'KAN049', 'NUW077', 'KEG366', 'COL008', 'MAT066']",COL008,,COL008,True,5,2.28,
293,2025-09-08 23:21:33,user_83,GPU Overheat,"{'budget': 'low', 'urgency': 'low', 'district': 'Anuradhapura'}","['NUW089', 'MUL184', 'NUW088', 'KAN048', 'ANU298']",ANU298,ANU298,ANU298,True,5,2.42,
294,2025-08-31 03:00:33,user_101,Blue Screen (BSOD),"{'budget': 'high', 'urgency': 'high', 'district': 'Hambantota'}","['BAD317', 'POL303', 'MAT064', 'KUR266', 'HAM127', 'ANU292']",HAM127,HAM127,HAM127,False,4,6.34,
295,2025-08-20 22:46:33,user_13,Data Recovery,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Hambantota'}","['COL007', 'MAT075', 'HAM135', 'COL005', 'KAL036']",HAM135,HAM135,HAM135,True,5,2.83,
296,2025-08-19 06:00:33,user_31,GPU Overheat,"{'budget': 'low', 'urgency': 'medium', 'district': 'Badulla'}","['MUL184', 'KAL031', 'BAD322', 'NUW087', 'GAM025']",BAD322,,BAD322,True,5,2.81,
297,2025-08-18 22:50:33,user_25,RAM Upgrade,"{'budget': 'low', 'urgency': 'medium', 'district': 'Ratnapura'}","['GAM030', 'GAM029', 'RAT356', 'KAL039', 'MON334', 'RAT346']",RAT356,RAT356,RAT356,True,5,2.2,
298,2025-09-01 23:13:33,user_64,SSD Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Colombo'}","['KIL153', 'COL002', 'GAM029', 'MUL185', 'KAL035']",COL002,COL002,COL002,False,4,4.0,
299,2025-08-31 19:13:33,user_90,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'medium', 'district': 'Matara'}","['KIL156', 'RAT348', 'NUW087', 'PUT272', 'MAT072', 'COL001', 'KUR258', 'MAT115']",MAT115,MAT115,MAT115,True,5,0.9,
300,2025-09-18 01:17:33,user_91,Data Recovery,"{'budget': 'high', 'urgency': 'medium', 'district': 'Puttalam'}","['COL004', 'BAD322', 'KEG362', 'HAM128', 'POL314', 'PUT279', 'COL012', 'AMP255']",PUT279,,PUT279,True,5,1.3,
301,2025-09-16 20:41:33,user_50,Wi‑Fi Adapter Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Monaragala'}","['KAL043', 'MON331', 'GAM027', 'KEG366', 'KAL044']",KAL043,MON331,MON331,True,4,0.39,
302,2025-08-25 23:52:33,user_69,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'high', 'district': 'Puttalam'}","['BAT226', 'POL310', 'PUT272', 'TRI225', 'MUL184', 'NUW086']",BAT226,,PUT272,True,4,2.31,
303,2025-08-12 21:49:33,user_96,GPU Overheat,"{'budget': 'low', 'urgency': 'low', 'district': 'Batticaloa'}","['TRI212', 'KAL033', 'BAT228', 'PUT274', 'MAT061']",BAT228,BAT228,BAT228,True,5,2.28,
304,2025-09-23 04:35:33,user_81,Wi‑Fi Adapter Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Colombo'}","['NUW078', 'PUT284', 'KAL033', 'MAT066', 'COL009', 'AMP244', 'MAT065']",COL009,,COL009,True,5,1.65,
305,2025-08-14 21:22:33,user_87,SSD Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Colombo'}","['MAN178', 'MON336', 'MON334', 'MAN168', 'COL010', 'KAN049']",COL010,COL010,COL010,True,5,1.26,
306,2025-09-14 19:24:33,user_23,Data Recovery,"{'budget': 'high', 'urgency': 'high', 'district': 'Polonnaruwa'}","['MON333', 'POL302', 'AMP242', 'KAL031', 'POL303', 'ANU296']",ANU296,,POL303,True,5,1.56,
307,2025-08-27 04:25:33,user_100,GPU Overheat,"{'budget': 'high', 'urgency': 'high', 'district': 'Colombo'}","['KAL037', 'ANU286', 'COL008', 'MAN167', 'MAT070']",KAL037,COL008,COL008,True,5,0.98,
308,2025-09-23 05:57:33,user_106,Wi‑Fi Adapter Upgrade,"{'budget': 'high', 'urgency': 'low', 'district': 'Gampaha'}","['GAM023', 'KAN060', 'MUL185', 'NUW078', 'GAL097', 'RAT347', 'GAM027', 'AMP246']",AMP246,GAM027,GAM027,False,3,7.99,
309,2025-09-03 03:59:33,user_60,Data Recovery,"{'budget': 'high', 'urgency': 'high', 'district': 'Kandy'}","['GAM016', 'MUL188', 'JAF138', 'BAD317', 'HAM125', 'KIL152', 'KAN048']",KAN048,KIL152,KAN048,True,5,1.54,
310,2025-09-18 23:42:33,user_50,Laptop Screen Repair,"{'budget': 'medium', 'urgency': 'high', 'district': 'Badulla'}","['BAD328', 'BAD320', 'KEG364', 'MON334', 'KAL032', 'HAM124', 'MON331', 'JAF138']",BAD328,BAD320,BAD328,False,2,6.18,
311,2025-08-16 05:14:33,user_42,SSD Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Monaragala'}","['MUL194', 'KIL163', 'PUT275', 'GAM027', 'ANU287', 'MON335', 'NUW080', 'NUW077']",MON335,PUT275,MON335,True,4,1.3,
312,2025-08-13 04:58:33,user_99,RAM Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Vavuniya'}","['GAL091', 'RAT354', 'VAV206', 'MAN174', 'MUL185']",VAV206,VAV206,VAV206,False,2,6.66,
313,2025-09-08 04:37:33,user_21,RAM Upgrade,"{'budget': 'high', 'urgency': 'low', 'district': 'Kalutara'}","['KEG363', 'BAD317', 'GAM022', 'HAM123', 'AMP241', 'KAL040']",KAL040,,KAL040,True,5,3.82,
314,2025-09-16 20:10:33,user_63,RAM Upgrade,"{'budget': 'high', 'urgency': 'low', 'district': 'Galle'}","['COL015', 'KAL034', 'RAT354', 'PUT274', 'MAN166', 'AMP246', 'GAL091', 'MAN167']",GAL091,GAL091,GAL091,True,5,3.38,
315,2025-08-26 19:40:33,user_91,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Kandy'}","['HAM122', 'MAN166', 'GAL101', 'COL008', 'MAT071', 'KAN048', 'KAN052', 'BAT238']",MAT071,KAN048,KAN048,True,5,4.21,
316,2025-09-18 18:50:33,user_74,OS Installation,"{'budget': 'low', 'urgency': 'low', 'district': 'Gampaha'}","['MON336', 'POL302', 'ANU289', 'JAF136', 'KAL037', 'POL310', 'PUT274', 'GAM018']",GAM018,,GAM018,True,5,3.01,
317,2025-09-09 23:41:33,user_10,OS Installation,"{'budget': 'medium', 'urgency': 'high', 'district': 'Anuradhapura'}","['MON344', 'TRI224', 'KIL151', 'ANU294', 'ANU286', 'PUT272', 'BAD326']",TRI224,ANU286,ANU286,True,4,3.71,
318,2025-08-22 02:50:33,user_103,RAM Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Galle'}","['MUL185', 'KIL158', 'MUL183', 'GAM020', 'AMP247', 'RAT351', 'GAL104', 'BAD322']",GAL104,GAL104,GAL104,True,5,0.29,
319,2025-08-16 01:28:33,user_104,GPU Overheat,"{'budget': 'medium', 'urgency': 'high', 'district': 'Matara'}","['COL014', 'GAM027', 'KAL032', 'MAT107', 'KAL038', 'NUW079', 'MAN168', 'PUT277']",GAM027,PUT277,MAT107,True,5,1.93,
320,2025-09-17 19:51:33,user_36,GPU Overheat,"{'budget': 'low', 'urgency': 'low', 'district': 'Anuradhapura'}","['MAN171', 'GAM024', 'ANU292', 'PUT284', 'MAT063', 'COL002']",ANU292,ANU292,ANU292,True,5,1.83,
321,2025-09-21 00:29:33,user_84,Wi‑Fi Adapter Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Hambantota'}","['MAN173', 'MAT066', 'MAT075', 'MAT063', 'HAM129', 'BAD321', 'MAT106']",HAM129,MAN173,HAM129,False,3,5.36,
