product_id,shop_id,shop_name,district,category,brand,model,specifications,price_lkr,stock_status,warranty,last_updated,verified,shop_name_shop,district_shop,city_address,latitude,longitude,average_rating,reviews_count,verified_shop,shop_type
P1766,RAT347,Avenue Technology,Ratnapura,Laptop,MSI,GF63,"16GB RAM, 1024GB SSD, i5",216957,Out of Stock,36 Months,2026-01-05,Maybe,Avenue Technology,Ratnapura,"30/3, Rajapeella Road 2nd Lane, Colombo - Batticaloa Hwy, Ratnapura 70000, Sri Lanka",6.6946507,80.3910205,5.0,20.0,Maybe,product_shop
P1766,RAT347,Avenue Technology,Ratnapura,Laptop,MSI,GF63,"16GB RAM, 1024GB SSD, i5",216957,Out of Stock,36 Months,2026-01-05,Maybe,Lap Tech,Ratnapura,"1st Floor, 141 Main Street, Godakawela 70160, Sri Lanka",6.5043706,80.6504873,5.0,5.0,Maybe,repair_shop
P1767,RAT347,Avenue Technology,Ratnapura,GPU,Gigabyte,RTX 4070,"12GB GDDR6, Dual Fan",122104,In Stock,6 Months,2026-01-05,No,Avenue Technology,Ratnapura,"30/3, Rajapeella Road 2nd Lane, Colombo - Batticaloa Hwy, Ratnapura 70000, Sri Lanka",6.6946507,80.3910205,5.0,20.0,Maybe,product_shop
P1767,RAT347,Avenue Technology,Ratnapura,GPU,Gigabyte,RTX 4070,"12GB GDDR6, Dual Fan",122104,In Stock,6 Months,2026-01-05,No,haree electronic,Ratnapura,"Elapatha south Rathnapura, Gangulwitiya, Sri Lanka",6.6490692,80.3742539,5.0,1.0,Maybe,repair_shop
P1768,RAT347,Avenue Technology,Ratnapura,Monitor,ASUS,24-inch FHD,"24-inch FHD, 144Hz",32916,Out of Stock,36 Months,2026-01-05,No,Avenue Technology,Ratnapura,"30/3, Rajapeella Road 2nd Lane, Colombo - Batticaloa Hwy, Ratnapura 70000, Sri Lanka",6.6946507,80.3910205,5.0,20.0,Maybe,product_shop
P1768,RAT347,Avenue Technology,Ratnapura,Monitor,ASUS,24-inch FHD,"24-inch FHD, 144Hz",32916,Out of Stock,36 Months,2026-01-05,No,Orin Computers,Ratnapura,"Sudagala, Kuruwita, Sri Lanka",6.7988606,80.3777599,5.0,3.0,Maybe,repair_shop
P1769,RAT347,Avenue Technology,Ratnapura,CPU,Intel,i9-13900K,"Intel i9-13900K, 24 cores",241286,In Stock,12 Months,2026-01-05,Maybe,Avenue Technology,Ratnapura,"30/3, Rajapeella Road 2nd Lane, Colombo - Batticaloa Hwy, Ratnapura 70000, Sri Lanka",6.6946507,80.3910205,5.0,20.0,Maybe,product_shop
P1769,RAT347,Avenue Technology,Ratnapura,CPU,Intel,i9-13900K,"Intel i9-13900K, 24 cores",241286,In Stock,12 Months,2026-01-05,Maybe,Preb Computers,Ratnapura,"No: 77/1 Colombo - Batticaloa Hwy, Kuruwita 70500, Sri Lanka",6.7791337,80.3628264,5.0,11.0,Maybe,repair_shop
P1770,RAT347,Avenue Technology,Ratnapura,RAM,Kingston,16GB DDR4,"16GB DDR4, 3600MHz",29133,In Stock,12 Months,2026-01-05,Maybe,Avenue Technology,Ratnapura,"30/3, Rajapeella Road 2nd Lane, Colombo - Batticaloa Hwy, Ratnapura 70000, Sri Lanka",6.6946507,80.3910205,5.0,20.0,Maybe,product_shop
P1770,RAT347,Avenue Technology,Ratnapura,RAM,Kingston,16GB DDR4,"16GB DDR4, 3600MHz",29133,In Stock,12 Months,2026-01-05,Maybe,haree electronic,Ratnapura,"Elapatha south Rathnapura, Gangulwitiya, Sri Lanka",6.6490692,80.3742539,5.0,1.0,Maybe,repair_shop
P1771,RAT347,Avenue Technology,Ratnapura,PSU,Thermaltake,850W,"850W, 80+ Platinum",20270,Out of Stock,36 Months,2026-01-05,Maybe,Avenue Technology,Ratnapura,"30/3, Rajapeella Road 2nd Lane, Colombo - Batticaloa Hwy, Ratnapura 70000, Sri Lanka",6.6946507,80.3910205,5.0,20.0,Maybe,product_shop
P1771,RAT347,Avenue Technology,Ratnapura,PSU,Thermaltake,850W,"850W, 80+ Platinum",20270,Out of Stock,36 Months,2026-01-05,Maybe,Dilla's PC,Ratnapura,"Indrani mahal,hanwella, road, Padukka, Sri Lanka",6.843881,80.0911411,5.0,21.0,Maybe,repair_shop
P1772,POL304,Chamiya Computers,Polonnaruwa,Motherboard,MSI,Z690,"Z690 chipset, ATX",65555,Out of Stock,24 Months,2026-01-05,Maybe,Chamiya Computers,Polonnaruwa,"45 1st Cross St, Hingurakgoda 51400, Sri Lanka",8.0400976,80.9522029,5.0,6.0,Maybe,product_shop
P1772,POL304,Chamiya Computers,Polonnaruwa,Motherboard,MSI,Z690,"Z690 chipset, ATX",65555,Out of Stock,24 Months,2026-01-05,Maybe,Yethum IT Solutions,Polonnaruwa,"Dambulla, Sri Lanka",7.8211108,80.6575158,5.0,23.0,Maybe,repair_shop
P1773,POL304,Chamiya Computers,Polonnaruwa,SSD,Samsung,1TB,"1TB, NVMe PCIe 4.0",14847,In Stock,12 Months,2026-01-05,Maybe,Chamiya Computers,Polonnaruwa,"45 1st Cross St, Hingurakgoda 51400, Sri Lanka",8.0400976,80.9522029,5.0,6.0,Maybe,product_shop
P1773,POL304,Chamiya Computers,Polonnaruwa,SSD,Samsung,1TB,"1TB, NVMe PCIe 4.0",14847,In Stock,12 Months,2026-01-05,Maybe,Esh Technology,Polonnaruwa,"No 478/1,Yudaganawa, Hingurakgoda 51424, Sri Lanka",8.0918899,80.9384997,5.0,3.0,Maybe,repair_shop
P1774,POL304,Chamiya Computers,Polonnaruwa,Laptop,Acer,Aspire,"8GB RAM, 256GB SSD, Ryzen 5",300469,In Stock,12 Months,2026-01-05,Maybe,Chamiya Computers,Polonnaruwa,"45 1st Cross St, Hingurakgoda 51400, Sri Lanka",8.0400976,80.9522029,5.0,6.0,Maybe,product_shop
P1774,POL304,Chamiya Computers,Polonnaruwa,Laptop,Acer,Aspire,"8GB RAM, 256GB SSD, Ryzen 5",300469,In Stock,12 Months,2026-01-05,Maybe,D-tech compuers,Polonnaruwa,"102/2 mediroda, Madawala Ulpotha 21000, Sri Lanka",7.6225912,80.6380305,5.0,12.0,Maybe,repair_shop
P1775,POL304,Chamiya Computers,Polonnaruwa,GPU,Gigabyte,RTX 4070,"12GB GDDR6, Dual Fan",198393,In Stock,6 Months,2026-01-05,Yes,Chamiya Computers,Polonnaruwa,"45 1st Cross St, Hingurakgoda 51400, Sri Lanka",8.0400976,80.9522029,5.0,6.0,Maybe,product_shop
P1775,POL304,Chamiya Computers,Polonnaruwa,GPU,Gigabyte,RTX 4070,"12GB GDDR6, Dual Fan",198393,In Stock,6 Months,2026-01-05,Yes,Aruna Sampath Wickramanayaka,Polonnaruwa,"No 931, Co-Operative Road, Diyasenpura 51504, Sri Lanka",8.1328682,81.0180504,5.0,2.0,Maybe,repair_shop
P1776,POL304,Chamiya Computers,Polonnaruwa,Monitor,AOC,27-inch QHD,"27-inch QHD, 165Hz",31522,In Stock,12 Months,2026-01-05,Yes,Chamiya Computers,Polonnaruwa,"45 1st Cross St, Hingurakgoda 51400, Sri Lanka",8.0400976,80.9522029,5.0,6.0,Maybe,product_shop
P1776,POL304,Chamiya Computers,Polonnaruwa,Monitor,AOC,27-inch QHD,"27-inch QHD, 165Hz",31522,In Stock,12 Months,2026-01-05,Yes,suraj Commiunication,Polonnaruwa,"Unnamed Road, 51024, Sri Lanka",8.001907,80.9829159,5.0,2.0,Maybe,repair_shop
P1777,POL304,Chamiya Computers,Polonnaruwa,CPU,Intel,i5-12400F,"Intel i5-12400F, 12 cores",143089,Out of Stock,12 Months,2026-01-05,Maybe,Chamiya Computers,Polonnaruwa,"45 1st Cross St, Hingurakgoda 51400, Sri Lanka",8.0400976,80.9522029,5.0,6.0,Maybe,product_shop
P1777,POL304,Chamiya Computers,Polonnaruwa,CPU,Intel,i5-12400F,"Intel i5-12400F, 12 cores",143089,Out of Stock,12 Months,2026-01-05,Maybe,Tech House Computer Repair and Printers,Polonnaruwa,"No.680/A Raja Ela Rd, Kantale 31300, Sri Lanka",8.3723702,81.0192582,5.0,10.0,Maybe,repair_shop
P1778,POL304,Chamiya Computers,Polonnaruwa,RAM,Crucial,8GB DDR4,"8GB DDR4, 3200MHz",35345,In Stock,36 Months,2026-01-05,Maybe,Chamiya Computers,Polonnaruwa,"45 1st Cross St, Hingurakgoda 51400, Sri Lanka",8.0400976,80.9522029,5.0,6.0,Maybe,product_shop
P1778,POL304,Chamiya Computers,Polonnaruwa,RAM,Crucial,8GB DDR4,"8GB DDR4, 3200MHz",35345,In Stock,36 Months,2026-01-05,Maybe,Tech House Computer Repair and Printers,Polonnaruwa,"No.680/A Raja Ela Rd, Kantale 31300, Sri Lanka",8.3723702,81.0192582,5.0,10.0,Maybe,repair_shop
P1779,POL304,Chamiya Computers,Polonnaruwa,PSU,Cooler Master,650W,"650W, 80+ Gold",18523,Out of Stock,24 Months,2026-01-05,No,Chamiya Computers,Polonnaruwa,"45 1st Cross St, Hingurakgoda 51400, Sri Lanka",8.0400976,80.9522029,5.0,6.0,Maybe,product_shop
P1779,POL304,Chamiya Computers,Polonnaruwa,PSU,Cooler Master,650W,"650W, 80+ Gold",18523,Out of Stock,24 Months,2026-01-05,No,FA Global Tech (PVT) LTD,Polonnaruwa,"28/B/59 Jayarathna Mawatha, gampola 20500, Sri Lanka",7.1646808,80.5702674,5.0,137.0,Maybe,repair_shop
P1780,RAT346,Red Link Technologies,Ratnapura,Motherboard,MSI,X570,"X570 chipset, Mini-ITX",110494,Out of Stock,6 Months,2026-01-05,No,Red Link Technologies,Ratnapura,"68 Main Street, Kuruwita Ratnapura road, Avissawella road, Kuruwita 70500, Sri Lanka",6.7747639,80.3671244,5.0,120.0,Maybe,product_shop
P1780,RAT346,Red Link Technologies,Ratnapura,Motherboard,MSI,X570,"X570 chipset, Mini-ITX",110494,Out of Stock,6 Months,2026-01-05,No,Cloud Tech,Ratnapura,"V4J5+5W, Pinnawala, Sri Lanka",6.8804396,80.1098474,5.0,3.0,Maybe,repair_shop
P1781,RAT346,Red Link Technologies,Ratnapura,SSD,Kingston,1TB,"1TB, SATA",9649,Out of Stock,24 Months,2026-01-05,Yes,Red Link Technologies,Ratnapura,"68 Main Street, Kuruwita Ratnapura road, Avissawella road, Kuruwita 70500, Sri Lanka",6.7747639,80.3671244,5.0,120.0,Maybe,product_shop
P1781,RAT346,Red Link Technologies,Ratnapura,SSD,Kingston,1TB,"1TB, SATA",9649,Out of Stock,24 Months,2026-01-05,Yes,Computer services and IT solutions,Ratnapura,"#138, Kuruwita, Sri Lanka",6.75664,80.3761255,5.0,3.0,Maybe,repair_shop
P1782,RAT346,Red Link Technologies,Ratnapura,Laptop,Apple,MacBook Air,"16GB RAM, 512GB SSD, M1",85694,In Stock,24 Months,2026-01-05,No,Red Link Technologies,Ratnapura,"68 Main Street, Kuruwita Ratnapura road, Avissawella road, Kuruwita 70500, Sri Lanka",6.7747639,80.3671244,5.0,120.0,Maybe,product_shop
P1782,RAT346,Red Link Technologies,Ratnapura,Laptop,Apple,MacBook Air,"16GB RAM, 512GB SSD, M1",85694,In Stock,24 Months,2026-01-05,No,Orin Computers,Ratnapura,"Sudagala, Kuruwita, Sri Lanka",6.7988606,80.3777599,5.0,3.0,Maybe,repair_shop
P1783,RAT346,Red Link Technologies,Ratnapura,GPU,Gigabyte,RTX 4070,"12GB GDDR6, Dual Fan",299453,In Stock,6 Months,2026-01-05,Maybe,Red Link Technologies,Ratnapura,"68 Main Street, Kuruwita Ratnapura road, Avissawella road, Kuruwita 70500, Sri Lanka",6.7747639,80.3671244,5.0,120.0,Maybe,product_shop
P1783,RAT346,Red Link Technologies,Ratnapura,GPU,Gigabyte,RTX 4070,"12GB GDDR6, Dual Fan",299453,In Stock,6 Months,2026-01-05,Maybe,Vision Computer House,Ratnapura,"HHHG+32V, A18, Kahawatta, Sri Lanka",6.577734,80.5750578,5.0,4.0,Maybe,repair_shop
P1784,RAT346,Red Link Technologies,Ratnapura,Monitor,ASUS,24-inch FHD,"24-inch FHD, 144Hz",178333,In Stock,6 Months,2026-01-05,No,Red Link Technologies,Ratnapura,"68 Main Street, Kuruwita Ratnapura road, Avissawella road, Kuruwita 70500, Sri Lanka",6.7747639,80.3671244,5.0,120.0,Maybe,product_shop
P1784,RAT346,Red Link Technologies,Ratnapura,Monitor,ASUS,24-inch FHD,"24-inch FHD, 144Hz",178333,In Stock,6 Months,2026-01-05,No,PCHOME.LK,Ratnapura,"Erepola, Eheliyagoda 70602, Sri Lanka",6.8142834,80.2459426,5.0,5.0,Maybe,repair_shop
P1785,RAT346,Red Link Technologies,Ratnapura,CPU,Intel,i9-13900K,"Intel i9-13900K, 24 cores",213518,In Stock,12 Months,2026-01-05,No,Red Link Technologies,Ratnapura,"68 Main Street, Kuruwita Ratnapura road, Avissawella road, Kuruwita 70500, Sri Lanka",6.7747639,80.3671244,5.0,120.0,Maybe,product_shop
P1785,RAT346,Red Link Technologies,Ratnapura,CPU,Intel,i9-13900K,"Intel i9-13900K, 24 cores",213518,In Stock,12 Months,2026-01-05,No,Avenue Technology,Ratnapura,"30/3, Rajapeella Road 2nd Lane, Colombo - Batticaloa Hwy, Ratnapura 70000, Sri Lanka",6.6946507,80.3910205,5.0,20.0,Maybe,repair_shop
P1786,RAT346,Red Link Technologies,Ratnapura,RAM,TeamGroup,8GB DDR4,"8GB DDR4, 2666MHz",33307,In Stock,6 Months,2026-01-05,Maybe,Red Link Technologies,Ratnapura,"68 Main Street, Kuruwita Ratnapura road, Avissawella road, Kuruwita 70500, Sri Lanka",6.7747639,80.3671244,5.0,120.0,Maybe,product_shop
P1786,RAT346,Red Link Technologies,Ratnapura,RAM,TeamGroup,8GB DDR4,"8GB DDR4, 2666MHz",33307,In Stock,6 Months,2026-01-05,Maybe,Preb Computers,Ratnapura,"No: 77/1 Colombo - Batticaloa Hwy, Kuruwita 70500, Sri Lanka",6.7791337,80.3628264,5.0,11.0,Maybe,repair_shop
P1787,RAT346,Red Link Technologies,Ratnapura,PSU,Thermaltake,750W,"750W, 80+ Gold",32915,In Stock,12 Months,2026-01-05,Maybe,Red Link Technologies,Ratnapura,"68 Main Street, Kuruwita Ratnapura road, Avissawella road, Kuruwita 70500, Sri Lanka",6.7747639,80.3671244,5.0,120.0,Maybe,product_shop
P1787,RAT346,Red Link Technologies,Ratnapura,PSU,Thermaltake,750W,"750W, 80+ Gold",32915,In Stock,12 Months,2026-01-05,Maybe,PCHOME.LK,Ratnapura,"Erepola, Eheliyagoda 70602, Sri Lanka",6.8142834,80.2459426,5.0,5.0,Maybe,repair_shop
P1788,NUW090,AlPha Computer System,Nuwara Eliya,Motherboard,MSI,Z690,"Z690 chipset, ATX",63869,Out of Stock,36 Months,2026-01-05,Maybe,AlPha Computer System,Nuwara Eliya,"3VJV+C63, Nildandhahinna, Sri Lanka",7.0810104,80.8930592,5.0,5.0,Maybe,product_shop
P1788,NUW090,AlPha Computer System,Nuwara Eliya,Motherboard,MSI,Z690,"Z690 chipset, ATX",63869,Out of Stock,36 Months,2026-01-05,Maybe,Mobile phone reparing course,Nuwara Eliya,"no 2,new shopping complex, Pussellawa, Sri Lanka",7.1087398,80.6352046,5.0,10.0,Maybe,repair_shop
P1789,NUW090,AlPha Computer System,Nuwara Eliya,SSD,Adata,250GB,"250GB, NVMe PCIe 4.0",22064,In Stock,6 Months,2026-01-05,Yes,AlPha Computer System,Nuwara Eliya,"3VJV+C63, Nildandhahinna, Sri Lanka",7.0810104,80.8930592,5.0,5.0,Maybe,product_shop
P1789,NUW090,AlPha Computer System,Nuwara Eliya,SSD,Adata,250GB,"250GB, NVMe PCIe 4.0",22064,In Stock,6 Months,2026-01-05,Yes,HUNT GADGETS,Nuwara Eliya,"31, Seevali Shopping Complex, Bandarawela By Pass Rd, Bandarawela, Sri Lanka",6.8297664,80.9936762,5.0,13.0,Maybe,repair_shop
P1790,NUW090,AlPha Computer System,Nuwara Eliya,Laptop,Apple,MacBook Air,"16GB RAM, 512GB SSD, M1",355449,In Stock,12 Months,2026-01-05,Yes,AlPha Computer System,Nuwara Eliya,"3VJV+C63, Nildandhahinna, Sri Lanka",7.0810104,80.8930592,5.0,5.0,Maybe,product_shop
P1790,NUW090,AlPha Computer System,Nuwara Eliya,Laptop,Apple,MacBook Air,"16GB RAM, 512GB SSD, M1",355449,In Stock,12 Months,2026-01-05,Yes,ShalomTek - Bandarawela,Nuwara Eliya,"Commercial Center, 3rd Floor, Bandarawela 90100, Sri Lanka",6.8297933,80.9898686,5.0,30.0,Maybe,repair_shop
P1791,NUW090,AlPha Computer System,Nuwara Eliya,GPU,NVIDIA,RTX 3060,"12GB GDDR6, Dual Fan",80832,In Stock,24 Months,2026-01-05,Maybe,AlPha Computer System,Nuwara Eliya,"3VJV+C63, Nildandhahinna, Sri Lanka",7.0810104,80.8930592,5.0,5.0,Maybe,product_shop
P1791,NUW090,AlPha Computer System,Nuwara Eliya,GPU,NVIDIA,RTX 3060,"12GB GDDR6, Dual Fan",80832,In Stock,24 Months,2026-01-05,Maybe,Desha E-Mart,Nuwara Eliya,"Pambahinna, Balangoda 70140, Sri Lanka",6.7131381,80.7867108,5.0,110.0,Maybe,repair_shop
P1792,NUW090,AlPha Computer System,Nuwara Eliya,Monitor,LG,24-inch FHD,"24-inch FHD, 75Hz",78052,In Stock,24 Months,2026-01-05,Maybe,AlPha Computer System,Nuwara Eliya,"3VJV+C63, Nildandhahinna, Sri Lanka",7.0810104,80.8930592,5.0,5.0,Maybe,product_shop
P1792,NUW090,AlPha Computer System,Nuwara Eliya,Monitor,LG,24-inch FHD,"24-inch FHD, 75Hz",78052,In Stock,24 Months,2026-01-05,Maybe,FA Global Tech (PVT) LTD,Nuwara Eliya,"28/B/59 Jayarathna Mawatha, gampola 20500, Sri Lanka",7.1646808,80.5702674,5.0,137.0,Maybe,repair_shop
P1793,NUW090,AlPha Computer System,Nuwara Eliya,CPU,Intel,i5-12400F,"Intel i5-12400F, 12 cores",83777,In Stock,6 Months,2026-01-05,No,AlPha Computer System,Nuwara Eliya,"3VJV+C63, Nildandhahinna, Sri Lanka",7.0810104,80.8930592,5.0,5.0,Maybe,product_shop
P1793,NUW090,AlPha Computer System,Nuwara Eliya,CPU,Intel,i5-12400F,"Intel i5-12400F, 12 cores",83777,In Stock,6 Months,2026-01-05,No,SWISS NET (Pvt) Ltd,Nuwara Eliya,"C 37, 3rd Floor, Commercial Centre, Bandarawela 90100, Sri Lanka",6.8300579,80.989872,5.0,5.0,Maybe,repair_shop
P1794,NUW090,AlPha Computer System,Nuwara Eliya,RAM,Corsair,32GB DDR4,"32GB DDR4, 3200MHz",34253,In Stock,6 Months,2026-01-05,Yes,AlPha Computer System,Nuwara Eliya,"3VJV+C63, Nildandhahinna, Sri Lanka",7.0810104,80.8930592,5.0,5.0,Maybe,product_shop
P1794,NUW090,AlPha Computer System,Nuwara Eliya,RAM,Corsair,32GB DDR4,"32GB DDR4, 3200MHz",34253,In Stock,6 Months,2026-01-05,Yes,Solid Technology Bandarawela,Nuwara Eliya,"B 3 2nd Floor, Commercial Center, Bandarawela 90100, Sri Lanka",6.8299047,80.9897895,5.0,5.0,Maybe,repair_shop
P1795,NUW090,AlPha Computer System,Nuwara Eliya,PSU,Corsair,750W,"750W, 80+ Gold",49280,Out of Stock,12 Months,2026-01-05,Yes,AlPha Computer System,Nuwara Eliya,"3VJV+C63, Nildandhahinna, Sri Lanka",7.0810104,80.8930592,5.0,5.0,Maybe,product_shop
P1795,NUW090,AlPha Computer System,Nuwara Eliya,PSU,Corsair,750W,"750W, 80+ Gold",49280,Out of Stock,12 Months,2026-01-05,Yes,TP Technologies,Nuwara Eliya,"No.15 Welimada Rd, Keppetipola 90350, Sri Lanka",6.8958758,80.8733952,5.0,28.0,Maybe,repair_shop
P1796,GAM024,Central Computers,Gampaha,Monitor,BenQ,32-inch 4K,"32-inch 4K, 144Hz",40679,Out of Stock,12 Months,2026-01-05,No,Central Computers,Gampaha,"No: 36, Ward City Shopping Complex, Gampaha 11000, Sri Lanka",7.092913299999999,79.9985263,4.9,50.0,Maybe,product_shop
P1796,GAM024,Central Computers,Gampaha,Monitor,BenQ,32-inch 4K,"32-inch 4K, 144Hz",40679,Out of Stock,12 Months,2026-01-05,No,Fixme Laptop Repair Centre,Gampaha,"94/2/1 Ja Ela-Ekala-Gampaha-Yakkala Hwy, Gampaha 11000, Sri Lanka",7.0925909,79.9922688,5.0,83.0,Maybe,repair_shop
P1797,GAL091,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,SSD,Kingston,1TB,"1TB, SATA",7222,Out of Stock,6 Months,2026-01-05,Maybe,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,"75B Sri Hemanandha Mawatha, Galle 80000, Sri Lanka",6.055385100000001,80.2139535,5.0,1306.0,Maybe,product_shop
P1797,GAL091,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,SSD,Kingston,1TB,"1TB, SATA",7222,Out of Stock,6 Months,2026-01-05,Maybe,RV Laptop Repair,Galle,"Disanayaka mawatha anangoda, Galle 80000, Sri Lanka",6.0544564,80.251352,5.0,5.0,Maybe,repair_shop
P1798,GAL091,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,Laptop,Acer,Aspire,"8GB RAM, 256GB SSD, Ryzen 5",442992,In Stock,12 Months,2026-01-05,No,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,"75B Sri Hemanandha Mawatha, Galle 80000, Sri Lanka",6.055385100000001,80.2139535,5.0,1306.0,Maybe,product_shop
P1798,GAL091,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,Laptop,Acer,Aspire,"8GB RAM, 256GB SSD, Ryzen 5",442992,In Stock,12 Months,2026-01-05,No,Tech Nest Computers,Galle,"Galle Road, Mirissa 81750, Sri Lanka",5.940227,80.4729757,5.0,13.0,Maybe,repair_shop
P1799,GAL091,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,GPU,Zotac,RTX 3070,"8GB GDDR6, Triple Fan",307010,In Stock,24 Months,2026-01-05,Yes,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,"75B Sri Hemanandha Mawatha, Galle 80000, Sri Lanka",6.055385100000001,80.2139535,5.0,1306.0,Maybe,product_shop
P1799,GAL091,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,GPU,Zotac,RTX 3070,"8GB GDDR6, Triple Fan",307010,In Stock,24 Months,2026-01-05,Yes,oneZero Laptop Repair,Galle,"Near.. National School, Millaela, Morawaka, Sri Lanka",6.2690319,80.4976792,5.0,20.0,Maybe,repair_shop
P1800,GAL091,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,CPU,AMD,Ryzen 5 5600,"AMD Ryzen 5 5600, 6 cores",46322,In Stock,24 Months,2026-01-05,Yes,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,"75B Sri Hemanandha Mawatha, Galle 80000, Sri Lanka",6.055385100000001,80.2139535,5.0,1306.0,Maybe,product_shop
P1800,GAL091,"EFIX (PVT) LTD (APPLE MACBOOK | iMAC, MAC MINI | POWER MAC | MAC STUDIO REPAIR SHOP)",Galle,CPU,AMD,Ryzen 5 5600,"AMD Ryzen 5 5600, 6 cores",46322,In Stock,24 Months,2026-01-05,Yes,SENIFIC IT-mart,Galle,"No.2/DC wanigasekara road, Akuressa 81400, Sri Lanka",6.1004808,80.4773494,5.0,34.0,Maybe,repair_shop
P1801,MON340,Pragathi Tec Support,Monaragala,Motherboard,ASUS,B450,"B450 chipset, mATX",190243,Out of Stock,24 Months,2026-01-05,Yes,Pragathi Tec Support,Monaragala,"Passara-Moneragala, V6WQ+46R, Highway, Monaragala, Sri Lanka",6.8953722,81.2380261,5.0,2.0,Maybe,product_shop
P1801,MON340,Pragathi Tec Support,Monaragala,Motherboard,ASUS,B450,"B450 chipset, mATX",190243,Out of Stock,24 Months,2026-01-05,Yes,Buttala PC Solution,Monaragala,"Savimec Engineering , Unawatuna, Q63F+GF6, Colombo - Galle - Hambantota - Wellawaya Rd, Buttala 91100, Sri Lanka",6.7537949,81.2236517,5.0,2.0,Maybe,repair_shop
P1802,MON340,Pragathi Tec Support,Monaragala,SSD,Crucial,500GB,"500GB, SATA",31682,Out of Stock,6 Months,2026-01-05,Yes,Pragathi Tec Support,Monaragala,"Passara-Moneragala, V6WQ+46R, Highway, Monaragala, Sri Lanka",6.8953722,81.2380261,5.0,2.0,Maybe,product_shop
P1802,MON340,Pragathi Tec Support,Monaragala,SSD,Crucial,500GB,"500GB, SATA",31682,Out of Stock,6 Months,2026-01-05,Yes,Pragathi Tec Support,Monaragala,"Passara-Moneragala, V6WQ+46R, Highway, Monaragala, Sri Lanka",6.8953722,81.2380261,5.0,2.0,Maybe,repair_shop
P1803,MON340,Pragathi Tec Support,Monaragala,Laptop,Dell,Inspiron,"8GB RAM, 256GB SSD, i5",181193,In Stock,6 Months,2026-01-05,No,Pragathi Tec Support,Monaragala,"Passara-Moneragala, V6WQ+46R, Highway, Monaragala, Sri Lanka",6.8953722,81.2380261,5.0,2.0,Maybe,product_shop
P1803,MON340,Pragathi Tec Support,Monaragala,Laptop,Dell,Inspiron,"8GB RAM, 256GB SSD, i5",181193,In Stock,6 Months,2026-01-05,No,TP Technologies,Monaragala,"No.15 Welimada Rd, Keppetipola 90350, Sri Lanka",6.8958758,80.8733952,5.0,28.0,Maybe,repair_shop
P1804,MON340,Pragathi Tec Support,Monaragala,GPU,AMD,RTX 4070,"12GB GDDR6, Dual Fan",252115,In Stock,6 Months,2026-01-05,Maybe,Pragathi Tec Support,Monaragala,"Passara-Moneragala, V6WQ+46R, Highway, Monaragala, Sri Lanka",6.8953722,81.2380261,5.0,2.0,Maybe,product_shop
P1804,MON340,Pragathi Tec Support,Monaragala,GPU,AMD,RTX 4070,"12GB GDDR6, Dual Fan",252115,In Stock,6 Months,2026-01-05,Maybe,TP Technologies,Monaragala,"No.15 Welimada Rd, Keppetipola 90350, Sri Lanka",6.8958758,80.8733952,5.0,28.0,Maybe,repair_shop
P1805,MON340,Pragathi Tec Support,Monaragala,Monitor,ASUS,24-inch FHD,"24-inch FHD, 144Hz",60974,In Stock,36 Months,2026-01-05,Maybe,Pragathi Tec Support,Monaragala,"Passara-Moneragala, V6WQ+46R, Highway, Monaragala, Sri Lanka",6.8953722,81.2380261,5.0,2.0,Maybe,product_shop
P1805,MON340,Pragathi Tec Support,Monaragala,Monitor,ASUS,24-inch FHD,"24-inch FHD, 144Hz",60974,In Stock,36 Months,2026-01-05,Maybe,ISHAN Electronics - Hali-ela,Monaragala,"Badulla Rd, Hali-ela 90060, Sri Lanka",6.9558503,81.0318995,5.0,21.0,Maybe,repair_shop
